WOJ;POW;GMI;RODZ;NAZWA;NAZWA_DOD
30;23;;;słupecki;powiat
30;23;01;1;Słupca;gmina miejska
30;23;02;2;Lądek;gmina wiejska
30;23;03;2;Orchowo;gmina wiejska
30;23;04;2;Ostrowite;gmina wiejska
30;23;05;2;Powidz;gmina wiejska
30;23;06;2;Słupca;gmina wiejska
30;23;07;2;Strzałkowo;gmina wiejska
30;23;08;4;Zagórów;miasto
30;23;08;5;Zagórów;obszar wiejski
30;24;;;szamotulski;powiat
30;24;01;1;Obrzycko;gmina miejska
30;24;02;2;Duszniki;gmina wiejska
30;24;03;2;Kaźmierz;gmina wiejska
30;24;04;2;Obrzycko;gmina wiejska
30;24;05;4;Ostroróg;miasto
30;24;05;5;Ostroróg;obszar wiejski
30;24;06;4;Pniewy;miasto
30;24;06;5;Pniewy;obszar wiejski
30;24;07;4;Szamotuły;miasto
30;24;07;5;Szamotuły;obszar wiejski
30;24;08;4;Wronki;miasto
30;24;08;5;Wronki;obszar wiejski
30;25;;;średzki;powiat
30;25;01;2;Dominowo;gmina wiejska
30;25;02;2;Krzykosy;gmina wiejska
30;25;03;2;Nowe Miasto nad Wartą;gmina wiejska
30;25;04;4;Środa Wielkopolska;miasto
30;25;04;5;Środa Wielkopolska;obszar wiejski
30;25;05;4;Zaniemyśl;miasto
30;25;05;5;Zaniemyśl;obszar wiejski
30;26;;;śremski;powiat
30;26;01;2;Brodnica;gmina wiejska
30;26;02;4;Dolsk;miasto
30;26;02;5;Dolsk;obszar wiejski
30;26;03;4;Książ Wielkopolski;miasto
30;26;03;5;Książ Wielkopolski;obszar wiejski
30;26;04;4;Śrem;miasto
30;26;04;5;Śrem;obszar wiejski
30;27;;;turecki;powiat
30;27;01;1;Turek;gmina miejska
30;27;02;2;Brudzew;gmina wiejska
30;27;03;4;Dobra;miasto
30;27;03;5;Dobra;obszar wiejski
30;27;04;2;Kawęczyn;gmina wiejska
30;27;05;2;Malanów;gmina wiejska
30;27;06;2;Przykona;gmina wiejska
30;27;07;4;Tuliszków;miasto
30;27;07;5;Tuliszków;obszar wiejski
30;27;08;2;Turek;gmina wiejska
30;27;09;2;Władysławów;gmina wiejska
30;28;;;wągrowiecki;powiat
30;28;01;1;Wągrowiec;gmina miejska
30;28;02;2;Damasławek;gmina wiejska
30;28;03;4;Gołańcz;miasto
30;28;03;5;Gołańcz;obszar wiejski
30;28;04;4;Mieścisko;miasto
30;28;04;5;Mieścisko;obszar wiejski
30;28;05;4;Skoki;miasto
30;28;05;5;Skoki;obszar wiejski
30;28;06;2;Wapno;gmina wiejska
30;28;07;2;Wągrowiec;gmina wiejska
30;29;;;wolsztyński;powiat
30;29;01;2;Przemęt;gmina wiejska
30;29;02;2;Siedlec;gmina wiejska
30;29;03;4;Wolsztyn;miasto
30;29;03;5;Wolsztyn;obszar wiejski
30;30;;;wrzesiński;powiat
30;30;01;2;Kołaczkowo;gmina wiejska
30;30;02;4;Miłosław;miasto
30;30;02;5;Miłosław;obszar wiejski
30;30;03;4;Nekla;miasto
30;30;03;5;Nekla;obszar wiejski
30;30;04;4;Pyzdry;miasto
30;30;04;5;Pyzdry;obszar wiejski
30;30;05;4;Września;miasto
30;30;05;5;Września;obszar wiejski
30;31;;;złotowski;powiat
30;31;01;1;Złotów;gmina miejska
30;31;02;4;Jastrowie;miasto
30;31;02;5;Jastrowie;obszar wiejski
30;31;03;4;Krajenka;miasto
30;31;03;5;Krajenka;obszar wiejski
30;31;04;2;Lipka;gmina wiejska
30;31;05;4;Okonek;miasto
30;31;05;5;Okonek;obszar wiejski
30;31;06;2;Tarnówka;gmina wiejska
30;31;07;2;Zakrzewo;gmina wiejska
30;31;08;2;Złotów;gmina wiejska
30;61;;;Kalisz;miasto na prawach powiatu
30;61;01;1;Kalisz;gmina miejska
30;62;;;Konin;miasto na prawach powiatu
30;62;01;1;Konin;gmina miejska
30;63;;;Leszno;miasto na prawach powiatu
30;63;01;1;Leszno;gmina miejska
30;64;;;Poznań;miasto na prawach powiatu
30;64;02;9;Poznań-Grunwald;delegatura
30;64;03;9;Poznań-Jeżyce;delegatura
30;64;04;9;Poznań-Nowe Miasto;delegatura
30;64;05;9;Poznań-Stare Miasto;delegatura
30;64;06;9;Poznań-Wilda;delegatura
32;;;;ZACHODNIOPOMORSKIE;województwo
32;01;;;białogardzki;powiat
32;01;01;1;Białogard;gmina miejska
32;01;02;2;Białogard;gmina wiejska
32;01;03;4;Karlino;miasto
32;01;03;5;Karlino;obszar wiejski
32;01;04;4;Tychowo;miasto
32;01;04;5;Tychowo;obszar wiejski
32;02;;;choszczeński;powiat
32;02;01;2;Bierzwnik;gmina wiejska
32;02;02;4;Choszczno;miasto
32;02;02;5;Choszczno;obszar wiejski
32;02;03;4;Drawno;miasto
32;02;03;5;Drawno;obszar wiejski
32;02;04;2;Krzęcin;gmina wiejska
32;02;05;4;Pełczyce;miasto
32;02;05;5;Pełczyce;obszar wiejski
32;02;06;4;Recz;miasto
32;02;06;5;Recz;obszar wiejski
32;03;;;drawski;powiat
32;03;01;4;Czaplinek;miasto
32;03;01;5;Czaplinek;obszar wiejski
32;03;02;4;Drawsko Pomorskie;miasto
32;03;02;5;Drawsko Pomorskie;obszar wiejski
32;03;03;4;Kalisz Pomorski;miasto
32;03;03;5;Kalisz Pomorski;obszar wiejski
32;03;05;2;Wierzchowo;gmina wiejska
32;03;06;4;Złocieniec;miasto
32;03;06;5;Złocieniec;obszar wiejski
32;04;;;goleniowski;powiat
32;04;02;4;Goleniów;miasto
32;04;02;5;Goleniów;obszar wiejski
32;04;03;4;Maszewo;miasto
32;04;03;5;Maszewo;obszar wiejski
32;04;04;4;Nowogard;miasto
32;04;04;5;Nowogard;obszar wiejski
32;04;05;2;Osina;gmina wiejska
32;04;06;2;Przybiernów;gmina wiejska
32;04;07;4;Stepnica;miasto
32;04;07;5;Stepnica;obszar wiejski
32;05;;;gryficki;powiat
32;05;01;2;Brojce;gmina wiejska
32;05;02;4;Gryfice;miasto
32;05;02;5;Gryfice;obszar wiejski
32;05;03;2;Karnice;gmina wiejska
32;05;04;4;Płoty;miasto
32;05;04;5;Płoty;obszar wiejski
32;05;07;2;Rewal;gmina wiejska
32;05;08;4;Trzebiatów;miasto
32;05;08;5;Trzebiatów;obszar wiejski
32;06;;;gryfiński;powiat
32;06;01;2;Banie;gmina wiejska
32;06;02;4;Cedynia;miasto
32;06;02;5;Cedynia;obszar wiejski
32;06;03;4;Chojna;miasto
32;06;03;5;Chojna;obszar wiejski
32;06;04;4;Gryfino;miasto
32;06;04;5;Gryfino;obszar wiejski
32;06;05;4;Mieszkowice;miasto
32;06;05;5;Mieszkowice;obszar wiejski
32;06;06;4;Moryń;miasto
32;06;06;5;Moryń;obszar wiejski
32;06;07;2;Stare Czarnowo;gmina wiejska
32;06;08;4;Trzcińsko-Zdrój;miasto
32;06;08;5;Trzcińsko-Zdrój;obszar wiejski
32;06;09;2;Widuchowa;gmina wiejska
32;07;;;kamieński;powiat
32;07;01;4;Dziwnów;miasto
32;07;01;5;Dziwnów;obszar wiejski
32;07;02;4;Golczewo;miasto
32;07;02;5;Golczewo;obszar wiejski
32;07;03;4;Kamień Pomorski;miasto
32;07;03;5;Kamień Pomorski;obszar wiejski
32;07;04;4;Międzyzdroje;miasto
32;07;04;5;Międzyzdroje;obszar wiejski
32;07;05;2;Świerzno;gmina wiejska
32;07;06;4;Wolin;miasto
32;07;06;5;Wolin;obszar wiejski
32;08;;;kołobrzeski;powiat
32;08;01;1;Kołobrzeg;gmina miejska
32;08;02;2;Dygowo;gmina wiejska
32;08;03;4;Gościno;miasto
32;08;03;5;Gościno;obszar wiejski
32;08;04;2;Kołobrzeg;gmina wiejska
32;08;05;2;Rymań;gmina wiejska
32;08;06;2;Siemyśl;gmina wiejska
32;08;07;2;Ustronie Morskie;gmina wiejska
32;09;;;koszaliński;powiat
32;09;01;2;Będzino;gmina wiejska
32;09;02;2;Biesiekierz;gmina wiejska
32;09;03;4;Bobolice;miasto
32;09;03;5;Bobolice;obszar wiejski
32;09;04;2;Manowo;gmina wiejska
32;09;05;4;Mielno;miasto
32;09;05;5;Mielno;obszar wiejski
32;09;06;4;Polanów;miasto
32;09;06;5;Polanów;obszar wiejski
32;09;07;4;Sianów;miasto
32;09;07;5;Sianów;obszar wiejski
32;09;08;2;Świeszyno;gmina wiejska
32;10;;;myśliborski;powiat
32;10;01;4;Barlinek;miasto
32;10;01;5;Barlinek;obszar wiejski
32;10;02;2;Boleszkowice;gmina wiejska
32;10;03;4;Dębno;miasto
32;10;03;5;Dębno;obszar wiejski
32;10;04;4;Myślibórz;miasto
32;10;04;5;Myślibórz;obszar wiejski
32;10;05;2;Nowogródek Pomorski;gmina wiejska
32;11;;;policki;powiat
32;11;01;2;Dobra (Szczecińska);gmina wiejska
32;11;02;2;Kołbaskowo;gmina wiejska
32;11;03;4;Nowe Warpno;miasto
32;11;03;5;Nowe Warpno;obszar wiejski
32;11;04;4;Police;miasto
32;11;04;5;Police;obszar wiejski
32;12;;;pyrzycki;powiat
32;12;01;2;Bielice;gmina wiejska
32;12;02;2;Kozielice;gmina wiejska
32;12;03;4;Lipiany;miasto
32;12;03;5;Lipiany;obszar wiejski
32;12;04;2;Przelewice;gmina wiejska
32;12;05;4;Pyrzyce;miasto
32;12;05;5;Pyrzyce;obszar wiejski
32;12;06;2;Warnice;gmina wiejska
32;13;;;sławieński;powiat
32;13;01;1;Darłowo;gmina miejska
32;13;02;1;Sławno;gmina miejska
32;13;03;2;Darłowo;gmina wiejska
32;13;04;2;Malechowo;gmina wiejska
32;13;05;2;Postomino;gmina wiejska
32;13;06;2;Sławno;gmina wiejska
32;14;;;stargardzki;powiat
32;14;01;1;Stargard;gmina miejska
32;14;02;4;Chociwel;miasto
32;14;02;5;Chociwel;obszar wiejski
32;14;03;4;Dobrzany;miasto
32;14;03;5;Dobrzany;obszar wiejski
32;14;04;2;Dolice;gmina wiejska
32;14;05;4;Ińsko;miasto
32;14;05;5;Ińsko;obszar wiejski
32;14;06;2;Kobylanka;gmina wiejska
32;14;08;2;Marianowo;gmina wiejska
32;14;09;2;Stara Dąbrowa;gmina wiejska
32;14;10;2;Stargard;gmina wiejska
32;14;11;4;Suchań;miasto
32;14;11;5;Suchań;obszar wiejski
32;15;;;szczecinecki;powiat
32;15;01;1;Szczecinek;gmina miejska
32;15;02;4;Barwice;miasto
32;15;02;5;Barwice;obszar wiejski
32;15;03;4;Biały Bór;miasto
32;15;03;5;Biały Bór;obszar wiejski
32;15;04;4;Borne Sulinowo;miasto
32;15;04;5;Borne Sulinowo;obszar wiejski
32;15;05;2;Grzmiąca;gmina wiejska
32;15;06;2;Szczecinek;gmina wiejska
32;16;;;świdwiński;powiat
32;16;01;1;Świdwin;gmina miejska
32;16;02;2;Brzeżno;gmina wiejska
32;16;03;4;Połczyn-Zdrój;miasto
32;16;03;5;Połczyn-Zdrój;obszar wiejski
32;16;04;2;Rąbino;gmina wiejska
32;16;05;2;Sławoborze;gmina wiejska
32;16;06;2;Świdwin;gmina wiejska
32;17;;;wałecki;powiat
32;17;01;1;Wałcz;gmina miejska
32;17;02;4;Człopa;miasto
32;17;02;5;Człopa;obszar wiejski
32;17;03;4;Mirosławiec;miasto
32;17;03;5;Mirosławiec;obszar wiejski
32;17;04;4;Tuczno;miasto
32;17;04;5;Tuczno;obszar wiejski
32;17;05;2;Wałcz;gmina wiejska
32;18;;;łobeski;powiat
32;18;01;4;Dobra;miasto
32;18;01;5;Dobra;obszar wiejski
32;18;02;4;Łobez;miasto
32;18;02;5;Łobez;obszar wiejski
32;18;03;2;Radowo Małe;gmina wiejska
32;18;04;4;Resko;miasto
32;18;04;5;Resko;obszar wiejski
32;18;05;4;Węgorzyno;miasto
32;18;05;5;Węgorzyno;obszar wiejski
32;61;;;Koszalin;miasto na prawach powiatu
32;61;01;1;Koszalin;gmina miejska
32;62;;;Szczecin;miasto na prawach powiatu
32;62;01;1;Szczecin;gmina miejska
32;63;;;Świnoujście;miasto na prawach powiatu
32;63;01;1;Świnoujście;gmina miejska
;NULL;NULL;NULL;NULL;NULL
